,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Target
1645,1.310,0.866,1.934,1.048,-0.790,1.602,-1.180,-0.627,0.418,-1.655,0.735,-0.777,1.272,0.938,1.643,-0.390,0.178,-0.245,-0.027,-0.453,1.513,-0.670,0.125,0.049,-0.630,0.389,-0.791,-0.481,1.541,0.165,0.133,-0.987,-0.090,1.559,0.133,0.326,-0.189,0.265,-0.813,0.634,1.280,-0.250,-0.039,0.941,0.195,-0.040,0.273,0.364,0.053,-1.449,1.256
1646,-0.835,-1.129,-1.342,-0.073,1.111,0.923,-1.375,-1.998,0.498,-1.647,-0.506,-0.472,-1.372,-1.212,-0.621,0.042,0.346,0.731,0.116,0.432,-1.984,1.015,-0.495,-0.644,0.596,-0.464,1.204,1.539,-1.353,0.696,0.427,-2.199,-1.100,0.082,0.314,1.326,-1.316,-1.343,1.222,-0.477,-0.449,1.934,-0.531,-0.892,-0.007,0.419,1.397,1.671,-0.337,1.960,-1.065
1647,0.478,0.327,1.532,1.017,-1.388,-1.023,-0.009,1.473,0.782,1.139,-0.402,-0.646,1.522,1.038,0.806,0.473,-0.245,0.002,-0.840,-0.628,1.333,-0.392,-0.664,-1.696,-1.214,1.502,-0.128,-1.169,1.323,-0.366,-0.027,-0.690,-0.867,1.113,0.133,0.371,1.220,0.656,-0.748,0.521,-0.459,-1.377,-0.063,0.406,-0.655,-0.097,-0.177,0.602,-0.366,-1.091,0.527
1648,0.681,0.455,1.211,-0.313,-0.122,-0.861,1.207,0.036,-0.549,-0.532,0.142,-0.423,0.884,0.917,0.766,-0.390,0.524,-0.184,0.244,1.009,-0.425,-0.383,0.502,-0.925,-1.724,1.196,1.434,0.358,1.176,-0.366,0.066,-1.388,0.551,-0.961,1.626,1.331,-0.615,0.228,0.603,0.470,-0.455,0.014,0.116,0.524,0.929,-0.040,0.160,1.671,0.476,-0.431,0.827
1649,0.373,0.517,0.876,-1.395,-0.840,-0.697,1.322,0.499,0.021,-0.862,-0.169,-0.784,0.816,-0.074,0.802,0.042,-0.097,0.145,-0.303,0.844,0.052,-0.975,1.487,-0.534,0.714,1.142,-0.137,-1.345,0.677,-1.693,-0.279,-0.583,-0.389,-0.014,-0.096,-1.103,0.799,2.093,1.071,0.501,1.285,-0.963,-0.302,0.734,-0.361,-0.690,-1.837,-1.537,-0.256,-0.188,0.387
1650,0.966,0.874,0.751,0.693,-2.006,-0.240,-1.170,0.240,0.354,1.487,0.961,-0.365,0.751,0.912,1.143,-0.390,0.563,-0.138,1.277,0.897,0.007,-0.855,0.496,-0.205,-1.249,1.692,1.284,1.063,0.858,0.430,0.524,-0.932,-0.086,-1.046,1.068,0.308,-1.313,-0.568,-0.795,0.576,-0.457,0.450,0.197,1.194,-0.280,0.534,-0.290,0.364,0.815,-0.339,1.188
1651,0.104,-0.155,-0.784,-0.551,1.324,1.035,-0.618,1.387,1.373,-0.590,-0.432,-1.130,0.700,1.143,0.027,0.042,-1.426,-1.996,-0.586,1.589,-1.398,0.310,0.477,0.844,-0.259,-0.271,1.363,-1.294,0.081,-0.366,0.075,1.504,-0.004,-1.879,0.872,0.342,2.415,0.616,-1.232,0.142,1.517,-0.840,-0.224,-0.261,0.081,-0.040,0.048,0.364,-1.636,-1.356,-0.851
1652,-2.181,-2.199,-1.428,0.304,0.027,0.031,1.272,2.815,0.635,-0.433,-1.488,-0.409,-0.981,-1.242,-1.455,-1.252,0.071,-0.005,-0.652,-0.235,-0.448,-0.206,-0.453,1.485,-0.564,1.161,-0.708,-0.306,-0.465,0.077,-3.407,-2.101,-0.893,0.224,0.314,-0.458,0.484,-0.459,0.959,-0.510,0.742,0.014,-4.108,-0.691,-3.478,-2.104,-2.483,0.720,1.087,2.339,-2.747
1653,0.634,0.409,0.968,0.182,-0.008,-0.273,0.152,0.218,-0.684,-1.390,0.152,-0.699,0.084,0.193,0.575,0.042,-0.464,0.210,0.282,-0.430,0.329,0.585,-0.726,-1.840,-0.486,-1.670,-0.084,1.163,0.262,-0.897,-0.569,-2.833,-0.794,0.498,-0.259,0.346,-0.608,-0.446,1.356,0.466,-0.451,0.703,-0.077,0.163,0.009,-0.843,0.779,0.364,-0.783,-0.941,1.114
1654,1.139,0.693,1.071,0.955,0.250,0.696,0.090,1.556,-0.393,-0.269,0.581,-0.214,0.394,0.728,1.316,-0.390,-0.001,0.067,-0.102,1.615,1.052,-0.096,0.389,0.932,-1.187,-1.949,1.354,-0.487,0.739,-0.366,0.531,-1.024,0.585,-2.036,0.510,0.683,-0.182,-0.195,0.448,0.542,-0.612,0.087,0.816,0.970,0.892,1.738,0.835,0.780,-0.010,-1.232,1.421
1655,-1.577,-2.404,-1.086,0.459,-0.468,-1.950,0.346,-0.836,0.259,-0.219,-0.580,-0.479,-1.405,-1.117,-2.060,0.042,-0.876,0.444,-0.738,-1.622,-0.072,-0.239,-0.272,-1.294,0.977,0.380,-1.104,0.796,-0.937,-0.366,-0.576,-0.661,0.420,0.429,0.314,0.353,-1.316,0.357,-0.597,-0.417,-0.461,0.831,0.774,-1.445,-0.269,-0.843,-0.716,0.364,-0.294,1.772,-1.241
1656,0.676,0.470,0.973,0.548,-0.378,-0.569,1.749,0.064,-0.005,-0.068,0.258,-0.186,0.916,0.899,1.079,-0.390,0.275,0.147,0.383,0.475,-1.569,0.128,0.163,-1.083,1.706,-0.172,1.011,-0.355,1.167,0.364,0.533,-0.421,0.046,-0.789,1.068,0.337,0.376,0.497,-0.693,0.546,0.339,-0.668,0.478,1.052,0.622,0.534,-0.571,-0.289,0.316,-0.601,0.638
1657,0.094,0.136,0.153,-0.891,1.274,0.778,1.635,-2.857,0.219,-1.716,-0.210,-0.881,1.386,1.707,-0.328,1.335,-0.326,-1.481,-0.174,2.020,-0.080,0.692,0.721,1.399,0.920,0.952,2.122,0.138,-0.316,0.165,0.066,0.875,-0.187,0.495,0.872,0.331,-1.190,-1.507,0.210,0.232,-0.452,0.191,-0.025,-0.545,0.734,-0.040,-0.065,0.364,-0.433,-0.799,0.206
1658,0.550,0.347,0.533,-0.000,1.538,-1.168,-0.326,-2.320,-0.171,-1.582,0.050,-0.360,0.602,0.914,0.703,-0.390,0.088,-0.330,-0.304,1.218,0.208,2.025,0.832,0.356,-0.248,1.319,1.635,-0.919,0.839,0.165,0.471,-1.186,-0.122,-1.436,1.626,-0.197,0.653,-0.060,0.360,0.461,1.124,-0.841,0.040,0.544,0.721,0.706,0.891,-0.349,0.113,-0.119,0.450
1659,0.698,0.448,0.824,-0.537,1.271,-0.897,-0.947,-1.104,0.765,1.792,0.044,-0.631,1.211,1.144,0.656,0.904,1.282,-1.427,0.047,0.432,0.665,-0.840,1.716,0.500,-0.187,-0.419,-0.714,-0.321,0.977,0.430,0.261,1.041,0.068,-1.657,0.133,0.243,-0.621,0.542,0.178,0.370,-0.440,-0.335,0.336,0.568,0.543,0.190,-0.177,0.245,1.419,-0.877,0.563
1660,0.096,-0.039,0.965,1.284,0.002,-0.106,1.520,-0.449,0.912,-1.349,-0.269,-0.798,0.554,-0.173,0.137,0.042,1.299,-0.148,0.076,0.560,1.418,0.586,-1.127,-0.715,1.693,1.545,0.008,-0.440,0.517,-0.100,0.528,0.841,-0.118,0.189,0.133,0.712,-0.055,0.579,-0.270,0.180,0.738,-0.355,0.941,0.114,0.777,0.534,0.835,0.839,0.666,0.460,0.426
1661,-0.384,0.075,-0.178,-0.522,-0.847,-0.604,-0.692,0.133,-0.764,-2.371,0.452,-0.224,0.549,0.259,-0.219,0.042,0.447,-0.027,0.636,0.660,-0.669,-0.183,-0.504,0.174,0.526,0.973,0.424,-0.545,0.099,0.696,0.443,0.011,0.429,-0.222,0.314,0.330,0.942,0.144,1.738,0.307,2.951,-0.248,0.364,0.508,0.441,0.419,0.160,0.364,0.871,0.421,0.167
1662,0.264,0.066,1.378,0.294,0.348,0.185,0.969,0.245,-0.129,1.555,0.208,-0.852,0.522,0.544,0.230,0.042,-0.272,-0.116,0.007,0.005,0.872,-0.156,-0.613,0.721,-1.215,2.214,-0.204,-0.734,-0.124,-0.897,0.523,-1.361,-1.433,0.260,-0.063,0.713,-0.181,-0.609,0.432,0.378,1.130,-0.312,0.115,0.085,-0.724,0.247,0.835,0.839,-0.960,-1.557,0.817
1663,-2.337,-2.198,-0.427,-1.630,-0.826,-0.043,-0.145,-1.678,-0.630,-0.568,-1.732,0.010,-0.262,0.207,-0.889,0.904,-1.376,0.339,-1.815,-1.219,1.640,-1.949,0.583,0.548,-0.308,-1.153,-0.029,-1.546,-0.178,0.298,2.892,1.247,-0.782,0.697,1.068,-0.254,0.969,4.038,-0.198,-0.275,2.114,-0.962,0.205,-0.429,1.198,-0.422,-0.128,-0.943,-1.810,2.164,-1.623
1664,0.431,0.448,0.632,0.102,0.214,1.075,0.832,1.120,-0.292,0.047,-0.039,-1.269,-0.364,-0.504,0.304,-1.252,-0.029,-1.392,0.449,1.719,-0.815,-0.911,-1.161,-0.157,-0.925,0.042,-1.223,0.822,0.430,0.430,0.073,-0.137,-0.250,-1.416,0.314,-0.273,-0.203,-0.431,-1.051,0.193,0.501,0.141,-0.797,0.233,-0.966,-0.675,0.629,-0.349,0.164,-0.749,0.450
1665,1.172,0.420,1.311,-0.405,0.047,-1.796,0.277,-0.960,0.636,0.060,0.221,-0.780,0.535,0.776,1.110,-0.390,0.623,-0.950,0.308,1.575,-0.931,0.435,0.501,-2.598,0.455,0.361,1.705,0.230,0.954,0.165,0.526,-1.102,0.411,-1.716,1.626,0.344,-0.964,-0.204,0.065,0.490,-1.285,0.157,1.295,0.497,0.163,0.247,-0.571,0.008,0.725,-1.427,1.072
1666,-1.791,-1.632,-1.053,-1.680,0.180,1.558,-1.119,-0.755,0.254,-0.236,-1.399,-0.206,-0.827,-0.554,-1.979,-0.390,-2.535,0.408,-1.324,0.472,0.265,0.009,-0.864,0.123,-1.220,2.108,1.542,-0.194,-2.402,-1.162,0.432,-0.620,-0.489,-1.070,1.068,0.347,0.536,-0.539,-0.022,-0.145,-0.449,0.088,0.216,-2.988,0.966,1.680,0.160,0.364,-2.608,0.431,-2.548
1667,0.100,0.043,0.760,0.750,0.261,1.356,1.589,1.365,-1.815,-0.495,-0.395,-1.379,0.378,0.294,0.076,0.473,0.410,-1.511,0.052,0.102,0.868,-0.116,1.747,1.707,-0.263,-1.191,-0.553,-0.578,0.211,0.165,0.253,-1.433,-0.466,0.107,-0.063,0.701,0.233,-0.436,-0.207,0.422,-0.460,-0.714,0.376,0.282,0.469,0.381,-0.065,0.839,0.706,-0.802,1.037
1668,-0.351,-0.485,0.302,-1.446,2.320,0.812,-0.660,2.208,0.397,1.837,-0.031,-1.519,-0.438,-1.262,-0.812,-2.114,-1.410,-1.290,-0.096,0.771,2.095,-0.884,0.148,-1.348,0.713,0.985,-0.297,0.870,-0.752,-1.162,0.985,-0.051,-1.315,1.581,-0.063,-0.997,-1.319,-0.031,-0.103,0.106,-0.451,0.737,1.420,-0.956,0.371,1.107,0.273,-0.943,-0.906,-0.011,-0.308
1669,0.703,0.252,-1.100,-1.144,-0.832,2.102,-0.002,-0.347,-0.104,1.620,1.030,-0.520,-2.338,-1.963,-0.259,0.042,-2.526,0.198,1.121,-1.536,0.160,2.049,-0.934,-0.693,0.124,1.662,-1.125,2.909,-2.915,0.165,0.527,0.581,0.721,0.140,0.314,0.334,-1.322,-0.503,-3.157,0.177,-0.460,3.035,0.871,-1.470,0.500,-0.040,-0.684,-0.289,-2.554,1.040,-0.057
1670,0.408,0.585,0.226,-0.349,-0.001,-0.119,0.176,-0.202,-1.425,-1.053,0.248,-0.076,0.490,0.206,0.581,0.042,1.118,0.030,0.168,1.238,0.877,-1.314,-0.948,-0.356,0.234,-0.949,0.301,-0.251,0.167,0.430,0.439,-0.437,1.521,-0.708,0.133,0.333,0.800,0.289,1.968,0.359,-0.450,0.083,-0.085,0.922,0.114,0.419,0.160,0.364,1.160,-0.070,0.516
1671,-2.316,-3.479,-1.609,-2.101,0.905,-0.042,0.031,1.281,0.500,-0.710,-0.724,0.093,-1.564,-2.013,-3.114,-0.821,0.242,0.328,-2.108,-2.729,1.489,-1.502,0.285,-0.286,-0.969,-0.969,-0.923,-0.466,-1.934,-1.428,0.183,1.104,-1.993,1.663,-0.063,-4.315,1.652,-1.123,-0.152,-0.592,-0.447,-0.192,1.135,-2.021,0.881,-0.365,-0.271,-5.695,0.614,2.069,-2.803
1672,0.371,0.148,0.457,-0.343,0.049,-0.246,-1.060,-0.280,-0.515,-0.802,-0.143,-0.553,1.320,1.348,0.506,0.473,0.314,-0.738,-0.124,0.390,-0.104,0.374,2.951,-0.856,-0.721,0.253,1.461,-0.974,1.253,0.696,1.715,1.692,0.095,0.404,1.288,0.257,0.255,0.814,-0.818,0.340,-0.459,-1.184,0.576,0.210,-0.425,1.948,1.360,0.245,0.237,0.526,-0.447
1673,0.314,0.314,0.080,0.155,0.647,-0.532,0.138,-0.985,0.680,0.071,0.050,-0.556,-0.322,-0.452,0.384,-1.252,1.070,0.473,0.039,-0.904,-1.516,-0.392,-0.283,-1.399,-1.268,0.277,-0.890,-0.326,0.382,0.430,-0.336,0.187,-0.060,0.593,0.510,-1.759,1.461,0.025,-1.037,0.099,0.503,-0.403,0.244,0.238,-0.064,-0.900,-2.315,-1.834,0.575,0.955,0.030
1674,0.619,0.340,1.142,0.771,-2.724,0.451,1.084,0.267,-0.791,-1.378,-0.126,0.005,0.031,-0.015,0.486,-1.252,0.301,0.669,-0.297,-0.214,0.238,1.323,0.781,-0.494,2.355,0.565,0.280,-0.494,0.759,0.165,-3.572,-0.024,0.763,0.665,0.872,0.331,1.096,0.185,-0.807,0.401,2.143,-0.552,-4.496,0.309,-3.847,-2.334,-2.258,0.364,0.339,-0.848,0.649
1675,-0.681,-0.823,-0.344,-0.370,-0.399,-0.678,-0.807,-1.846,-0.814,2.439,0.012,-0.236,0.071,0.332,-0.381,-0.390,0.334,0.146,-0.100,0.638,0.144,-0.155,-2.136,-0.532,0.319,-0.463,1.538,1.061,0.044,0.165,0.073,-0.910,-0.515,-0.848,1.445,1.330,-1.313,-0.803,0.177,-0.034,0.657,0.890,-0.466,0.052,1.536,-0.040,0.160,1.671,0.177,1.317,-0.642
1676,0.576,0.625,1.096,0.097,1.349,1.077,-0.736,-0.602,-1.637,0.155,0.210,-1.238,0.677,0.555,0.613,0.042,-0.348,-0.730,0.541,-0.862,1.184,-0.455,-0.423,-1.645,0.783,0.716,-0.731,-0.176,0.497,-0.366,-0.392,0.075,-0.297,0.605,-0.063,0.350,-1.309,-0.160,0.526,0.452,0.972,-0.014,0.157,0.828,-0.308,-0.881,-0.402,0.364,-0.337,-0.530,0.550
1677,-1.491,-2.170,-1.067,-0.304,0.584,1.168,-1.699,0.718,0.343,1.172,-0.695,-0.623,-0.187,0.461,-1.892,-0.390,0.463,-0.243,-1.051,-0.231,1.013,0.546,0.085,-0.246,-1.295,-0.030,-0.982,1.630,-0.609,0.165,-3.567,-0.294,-1.917,1.151,0.314,0.673,-1.317,-1.317,-0.439,-0.322,1.279,1.764,-4.353,-1.296,-3.893,-3.366,-3.552,1.799,0.636,2.130,-2.855
1678,-0.493,-0.786,-1.547,-0.931,0.334,-0.509,-0.054,-1.814,-0.637,0.412,-0.440,-0.237,0.568,0.932,-0.466,0.042,1.050,-0.289,-0.500,0.993,-0.577,1.357,-2.069,0.051,-0.456,0.706,2.003,-0.446,-0.337,-0.366,0.245,0.959,-1.052,-0.987,0.872,0.355,0.823,-1.459,-0.188,-0.111,-0.455,-0.328,-0.022,-0.065,0.086,0.190,0.160,0.364,1.036,1.202,-2.187
1679,0.276,0.064,-0.870,-0.773,-0.486,1.600,1.648,-0.462,-0.060,0.903,0.489,0.021,-0.253,-0.142,-0.491,0.042,1.124,0.299,0.437,-1.234,0.587,1.500,0.169,0.936,0.538,1.962,-0.521,-0.619,-0.378,0.961,-0.175,1.518,-1.271,0.949,0.314,0.241,0.945,-0.651,-1.967,0.135,-0.462,-0.246,-0.010,0.105,-0.612,-1.361,-4.274,0.364,0.218,1.142,0.412
1680,0.498,0.224,1.113,0.983,0.502,-0.806,-0.015,0.111,0.474,-0.173,-0.015,-0.828,1.302,1.070,0.610,0.042,0.874,-1.367,-0.061,0.469,1.860,0.135,0.630,-1.716,-0.532,-1.142,-0.219,-0.382,1.042,-0.897,0.519,0.134,0.464,-0.482,-0.259,0.525,1.112,0.430,0.828,0.373,-0.451,-0.316,0.071,0.471,0.689,0.534,0.610,0.602,1.113,-1.213,0.347
1681,-0.338,-0.718,-0.852,-1.813,-3.229,-2.131,-1.252,0.860,-0.293,-0.094,-0.711,-0.352,-1.826,-2.482,-0.591,0.473,-2.194,0.266,-0.726,-2.590,0.536,-1.926,1.129,0.870,-0.696,-1.146,-1.325,-0.591,-2.063,-0.897,-0.575,2.586,-1.764,1.050,-0.817,0.361,0.513,-1.248,-1.444,-0.088,2.163,-0.629,0.005,-1.215,-0.381,0.419,0.160,0.364,-2.244,0.192,-0.719
1682,0.144,-0.068,-0.244,-1.286,-0.346,-0.692,0.546,0.426,-1.428,1.117,-0.200,-0.593,-0.296,0.213,0.077,0.473,-2.298,-1.097,0.065,0.876,-0.547,-0.093,0.094,-2.100,0.242,-0.924,0.380,0.742,-1.459,-0.897,-0.301,0.388,0.174,-0.518,1.288,0.687,0.336,-0.030,1.087,0.213,-0.455,0.946,0.019,-1.077,1.137,-2.563,0.498,0.839,-1.990,-0.272,-0.121
1683,0.949,1.101,0.825,1.127,0.219,0.765,1.239,-1.187,-0.622,0.338,1.244,-1.238,0.206,0.474,0.940,-0.390,0.547,-1.242,1.010,0.107,-0.727,0.806,-0.120,0.429,0.197,1.520,-0.259,0.627,0.288,0.209,0.249,-1.244,0.077,0.162,0.133,0.705,-1.322,-0.577,-0.249,0.599,-0.462,1.018,-0.037,1.372,0.628,0.247,0.048,0.839,0.822,-0.226,1.077
1684,-2.749,-2.877,0.790,-1.170,1.320,0.033,-0.255,-0.965,0.182,0.483,-3.153,0.076,0.796,0.402,-0.457,-0.390,1.048,0.510,-3.270,-0.728,2.582,1.036,-1.022,-1.692,-0.203,-2.977,-0.700,-1.247,0.643,0.364,-0.104,1.762,-0.368,0.603,0.872,0.345,1.545,1.839,-0.735,0.119,0.322,-1.804,0.135,-0.729,0.145,-1.359,-1.302,0.364,1.216,1.470,-2.214
1685,-0.951,-1.197,-0.224,-0.611,1.303,-0.417,-0.289,2.454,-0.753,1.154,-1.144,0.147,0.506,0.656,-0.273,0.042,0.586,0.471,-1.042,-1.309,0.249,0.470,-0.190,-1.563,-0.590,-1.293,-1.602,-0.719,0.366,0.165,-0.114,-0.030,-1.076,0.367,-0.063,0.342,0.683,0.368,1.423,0.056,0.750,-0.793,1.172,0.304,1.671,-2.448,-2.624,0.364,0.304,1.252,-1.515
1686,0.230,0.111,0.605,0.374,1.492,0.550,0.900,-1.368,0.284,0.384,0.071,-0.416,-0.274,-0.177,-0.110,-1.252,-0.651,-0.254,0.258,1.059,-0.709,0.996,-0.296,-0.091,0.966,1.702,0.378,-0.478,0.407,0.298,-0.545,-0.857,0.307,-0.220,0.510,-1.646,1.010,0.045,0.048,0.259,0.734,-0.391,-0.009,0.250,-0.681,-0.327,-0.571,-0.349,-0.340,-0.512,-0.045
1687,0.333,0.219,0.578,0.958,-0.736,1.329,-0.937,1.314,0.395,-0.718,-0.102,-0.412,0.376,0.294,0.309,0.473,0.159,0.468,0.048,-1.158,-0.985,0.180,-1.098,1.316,0.779,0.888,-0.457,-0.578,0.330,-0.366,0.255,-1.212,0.099,0.935,-0.063,0.720,0.233,-0.262,-0.721,0.381,-0.463,-0.681,1.051,0.446,0.785,0.381,-0.065,0.839,0.262,-0.105,1.305
1688,0.565,0.562,-0.826,-0.939,-0.394,-0.124,-0.396,-1.436,2.582,0.136,0.618,-0.665,-1.780,-2.082,0.102,0.042,-1.386,-1.447,0.345,0.247,-1.282,1.538,0.099,1.168,-0.606,1.396,-0.646,0.664,-1.789,0.696,0.429,2.787,0.496,0.246,0.314,0.346,-0.483,-1.415,0.731,0.142,-0.448,1.077,0.725,-0.814,0.803,0.419,0.160,0.364,-2.158,0.023,0.614
1689,-0.626,-0.734,-0.206,-0.218,-1.239,0.860,-0.341,-0.313,-0.211,0.809,-0.369,0.150,0.692,0.695,-0.226,0.042,0.565,0.447,-0.312,-1.116,-0.744,-0.254,-1.643,-0.126,-0.605,-0.120,-2.121,-0.111,0.104,-0.897,0.265,0.638,2.755,0.066,-0.817,0.344,-0.052,0.234,0.089,-0.049,-0.450,-0.433,-0.304,0.008,-0.067,0.190,0.273,0.364,0.481,0.996,-0.738
1690,-0.526,-0.440,-0.724,0.997,-1.208,0.417,-0.243,2.162,0.105,-0.572,0.957,-0.621,-0.756,0.130,-0.180,-1.252,0.432,-0.220,1.193,0.576,-0.933,-0.546,0.285,-0.369,-0.534,1.406,1.070,1.521,0.111,-0.366,-0.919,-1.379,-0.993,0.019,0.510,1.328,0.091,-0.912,0.532,0.138,0.896,2.035,-0.283,0.421,-0.506,-2.142,-2.821,1.017,1.022,1.605,-0.815
1691,0.311,0.256,1.445,0.581,-0.014,-1.999,-0.835,-1.472,-0.439,-0.071,-0.475,-1.045,0.234,0.415,0.538,-0.821,-0.611,-0.885,-0.256,1.048,0.274,0.489,0.074,0.592,0.040,-0.862,-0.043,-0.281,0.454,-0.897,-0.395,-1.379,-0.884,-0.322,-0.063,-0.654,1.370,0.071,0.319,0.415,2.144,-0.376,0.436,0.384,0.594,-0.301,-0.193,0.691,-0.489,-1.226,0.493
1692,0.497,0.671,0.171,1.010,-1.498,-0.177,0.844,0.614,2.000,-0.081,0.104,0.069,0.719,0.426,0.438,0.042,2.539,0.336,0.215,-1.106,-1.329,-0.233,1.936,0.910,0.951,2.692,-1.599,-0.066,0.466,-0.366,0.348,0.791,2.002,0.263,-0.621,0.336,-0.485,0.120,0.084,0.272,-0.447,-0.141,0.545,0.605,-0.344,0.304,0.273,0.364,2.425,0.413,0.737
1693,-0.342,-0.311,2.176,0.346,-1.455,0.323,-1.965,-0.335,-1.105,-0.544,-1.317,-0.066,0.950,0.485,0.369,0.042,0.996,0.528,-1.199,0.327,0.114,-1.164,0.321,1.057,1.262,-0.443,0.066,-0.737,1.245,0.696,-0.661,0.663,1.352,0.343,0.314,-1.094,1.510,1.249,-0.055,0.334,2.102,-1.423,-0.090,-0.277,0.439,-0.680,-0.454,-0.794,1.112,-1.919,0.546
1694,-3.337,-4.037,-2.269,0.191,1.057,0.269,-1.970,0.495,2.000,0.633,-2.996,-0.446,-2.021,-1.600,-3.572,0.042,0.710,0.848,-3.215,0.839,1.438,-0.250,1.164,-0.653,-0.702,0.905,0.464,0.590,-2.418,0.165,0.823,-1.427,-0.836,-0.312,0.314,1.354,0.091,-1.225,0.576,-1.164,-0.459,0.609,-0.811,-2.838,-1.106,0.419,1.397,1.671,0.783,2.739,-3.005
1695,0.039,0.185,0.427,-1.282,0.318,-1.089,0.826,-0.120,0.042,-1.776,-0.164,-1.134,0.566,0.441,-0.124,0.473,-0.267,-1.001,0.243,-0.491,1.373,-0.336,0.241,-0.753,0.065,0.826,0.028,-0.337,0.253,-0.366,0.251,-0.845,-0.845,0.546,-0.063,0.705,-1.316,-0.021,-0.399,0.300,-0.455,-0.221,0.553,0.450,0.269,0.190,-0.065,0.839,0.077,-0.488,0.461
1696,-1.218,-1.070,0.117,0.348,0.872,0.177,1.885,0.705,2.241,0.239,-1.040,-1.437,0.033,-0.699,-0.583,0.473,-0.538,-2.068,-1.233,0.624,-0.941,1.096,0.579,-1.495,-0.160,0.717,-0.261,-1.561,-0.621,-1.428,0.043,0.131,0.142,-0.184,-0.817,-0.197,0.944,2.870,-1.418,0.120,0.403,-1.054,0.252,-0.896,0.514,0.247,0.835,-0.289,-0.531,-0.821,-0.594
1697,0.526,0.438,0.484,0.200,-1.155,0.408,-0.145,1.560,0.397,-0.591,0.762,-0.807,0.484,0.669,0.595,0.042,-0.463,-0.489,0.526,0.073,1.433,-1.273,0.067,-0.394,0.945,-0.362,-0.363,-0.200,0.155,0.696,0.077,-0.547,-0.560,0.239,0.133,0.717,-1.320,-0.307,-1.585,0.500,-0.461,0.602,-0.128,0.379,-0.350,-0.040,0.048,0.839,0.461,-0.015,0.286
1698,-0.953,-1.285,-0.913,-0.339,0.688,-1.344,0.968,-0.738,0.552,-0.205,0.626,-0.604,-0.991,-0.465,-0.728,-0.390,-0.361,0.488,0.580,0.971,-0.883,-1.286,-0.175,-2.316,-1.394,0.645,0.981,2.262,-0.968,0.165,0.425,-1.980,-1.331,-0.249,0.510,1.342,-1.322,-0.961,1.901,-0.076,-0.458,2.483,-0.544,-0.695,-0.114,0.419,2.016,1.671,-0.201,1.470,-0.768
1699,0.396,0.359,0.410,0.356,0.062,0.058,-0.476,0.595,-2.411,2.387,0.234,-1.864,0.231,-0.328,0.253,0.042,0.291,-2.195,0.664,0.727,0.966,-0.258,-0.393,1.553,0.911,2.660,0.488,0.020,0.018,-0.897,-0.026,-0.223,-0.982,-0.018,-0.259,0.723,-1.313,-0.107,-0.128,0.254,-0.456,0.177,0.045,0.443,0.632,-0.155,0.273,0.839,-0.076,-0.051,0.725
1700,0.793,0.396,1.175,-0.173,-1.584,-2.507,0.576,-0.905,-0.088,-0.080,0.114,-0.410,-0.138,-0.530,0.861,0.042,0.713,-0.309,-0.158,0.259,0.302,0.549,0.419,-0.245,-1.793,0.070,-0.744,-0.334,0.607,1.227,1.438,0.696,0.381,0.175,-0.063,-0.306,0.939,-0.062,-0.219,0.355,1.276,-0.272,0.232,0.545,-0.803,1.680,-0.065,-0.349,0.854,-1.536,1.093
1701,0.583,0.719,0.401,-2.695,1.018,0.571,0.459,0.124,-0.881,0.977,0.225,-0.455,1.149,0.906,0.754,0.473,0.199,-0.533,0.250,1.367,1.083,-0.771,0.517,-0.549,-1.320,-1.159,1.845,0.009,0.765,-0.897,1.721,1.287,-1.005,-0.221,1.445,0.707,-0.895,0.149,0.462,0.324,0.390,-0.070,-0.355,0.850,-0.272,2.025,1.735,0.839,-0.207,0.029,0.759
1702,0.099,-0.433,0.169,-0.765,0.034,1.706,1.179,1.086,0.691,0.041,-0.593,-0.429,-0.979,-1.344,-0.274,-1.539,-1.068,0.092,-0.790,-0.770,1.211,0.540,-0.441,0.822,-0.676,-0.203,-1.067,-0.148,-1.109,-1.140,1.442,-1.472,-0.451,0.569,-0.817,0.365,-0.612,0.160,-2.494,0.281,-0.446,-0.843,0.130,-0.609,-0.203,0.419,1.397,0.364,-1.658,-0.633,-0.678
1703,-0.906,0.001,0.062,-0.647,-1.384,-0.460,1.020,0.794,-0.119,1.429,-1.412,-0.183,-0.258,-0.405,-0.214,0.473,-1.489,0.299,-1.326,0.735,-0.590,1.421,0.894,0.254,0.378,-0.072,1.413,-1.364,-0.538,-0.366,-0.293,-0.701,0.432,-1.306,1.068,0.341,1.402,0.193,0.060,0.178,-0.456,-1.273,-0.156,0.077,-0.057,-0.499,0.385,0.364,-1.793,-0.742,0.153
